title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Imagine  Salon Stylist,DS,Simulation,Ubisoft,7,4,7,177,3,0.23,5.88,0.11,6.59,3.6,2009
Mario & Sonic at the Olympic Winter Games,DS,Sports,IBM,3,7.6,7,279,3.47,1.21,0.27,1.63,6.58,1.88,2009
Brain Boost  Gamma Wave,DS,Puzzle,Frontier Developments,7,1,3,73,3,0.14,2.98,3.3,6.57,3.53,2006
Nintama Rantarou  Gakunen Taikousen Puzzle  no Dan,DS,Puzzle,Electronic Arts,6,8,7,237,3,1.44,0.01,5.11,6.57,6.38,2010
Akai Ito Destiny DS,DS,Adventure,Electronic Arts,1,2,10,102,3,2.73,0.01,3.81,6.56,2.22,2009
Fuel,PC,Racing,Sony Computer Entertainment,3,6.4,4,74,3,2.23,4.29,0.02,6.56,3.26,2009
Scarlett  Nichijou no Kyoukaisen,PS2,Adventure,Electronic Arts,1,3,10,78,3,4.92,0.01,1.62,6.56,1.13,2008
Mortal Kombat vs DC Universe,PS3,Fighting,Sony Computer Entertainment,7,7.6,6,211,2.05,1.52,2.69,0.29,6.55,1.09,2008
MX vs. ATV Untamed,PS2,Racing,Omega,9,4,3,167,3,0.32,5.84,0.01,6.55,2.68,2007
Polar Bowler,DS,Sports,Amazon Game Studios,10,1,6,49,3,0.02,3.03,3.47,6.54,5.47,2008
Skip Beat ,PS2,Adventure,Electronic Arts,8,4,8,107,3,4.58,0.01,1.93,6.53,1.11,2009
GRID,DS,Racing,Activision,2,7.9,5,201,3,0.04,2.26,4.18,6.53,1.54,2008
GRID,PC,Racing,Ubisoft,3,8.7,8,17,3,2.52,3.94,0.03,6.53,4.12,2008
Little Anchor,PS2,Adventure,Frontier Developments,8,4,5,52,3,1.54,0.01,4.97,6.53,1.16,2009
Paws & Claws  Pet Resort,DS,Simulation,Omega,7,8,1,21,3,0.22,4.47,1.6,6.53,0.04,2008
Make 10  A Journey of Numbers,DS,Puzzle,Sony Computer Entertainment,7,2,8,226,3,2.94,0.07,3.44,6.52,1.66,2008
Hands On  Tangrams,DS,Puzzle,Ubisoft,1,5,8,139,3,0.02,3.47,3.01,6.52,2.11,2009
Madden NFL 10,PS3,Sports,Ubisoft,8.6,8.5,2,177,2.37,2.03,1.98,0.13,6.51,2.94,2009
Rory McIlroy PGA Tour,PS4,Sports,Electronic Arts,8,9,5,181,3,0.19,5.5,0.27,6.51,1.92,2015
NFL Head Coach,PS2,Sports,Activision,7,10,2,99,3,0.38,5.66,0.01,6.5,2.04,2006
Dance Dance Revolution X2,PS2,Simulation,Omega,1,8,7,97,2.23,1.09,2.32,0.85,6.49,6.55,2009
Touhou Genso Rondo  Bullet Ballet,PS4,Shooter,Ubisoft,7,7,4,15,3,0.06,3.51,2.85,6.49,2.45,2016
Pocket Pets,DS,Simulation,Activision,2,10,8,130,3,0.1,1.14,5.14,6.49,4.46,2007
All Star Fruit Racing,PS4,Racing,Sony Computer Entertainment,6,5,10,247,3,0.03,2.11,4.32,6.49,1.96,2018
Imagine  Figure Skater (US sales),DS,Sports,Ubisoft,10,3,8,122,3,0.46,5.56,0.01,6.49,1.69,2008
Super Dodgeball Brawlers (jp sales),DS,Sports,Electronic Arts,4,2,10,56,3,2.88,0.03,3.54,6.48,4.16,2008
Medal of Honor  Airborne,PC,Shooter,Electronic Arts,6,8,5,53,3,3.62,2.77,0.04,6.48,1.72,2007
Dance Dance Revolution SuperNOVA,PS2,Simulation,Frontier Developments,5,2,8,87,1.04,0.87,4.54,0.03,6.48,2.7,2006
Princess in Love,DS,Simulation,Ubisoft,7,7,8,56,3,0.07,2.04,4.29,6.48,2.18,2009
Monster Jam,PC,Racing,Activision,10,7,6,125,3,0.01,3.33,3.12,6.47,1.6,2007
Championship Pony,DS,Simulation,Frontier Developments,3,1,2,65,3,0.09,4.28,2,6.47,1.45,2008
Rollin Rascals,DS,Puzzle,Ubisoft,6,2,10,32,3,0.04,2.28,4.11,6.47,1.79,2009
The Battle of Yuu Yuu Hakusho  Shitou  Ankoku Bujutsukai  120%,PS2,Fighting,IBM,2,10,4,41,3,2.62,0.03,3.78,6.46,1.56,2007
MySims Party,DS,Simulation,Electronic Arts,2,6,4,139,3,0.15,5.89,0.12,6.46,1.28,2009
King of Fighters 2002  Unlimited Match Tougeki Ver.,PS2,Fighting,Frontier Developments,8,1,5,12,3,3.06,0.01,3.38,6.46,4.92,2010
My Horse & Me,DS,Sports,IBM,9,9,8,200,3,0.33,2.36,3.4,6.45,1.23,2008
Neopets Puzzle Adventure,PC,Puzzle,Activision,4,8,3,239,3,1.73,1.32,3.39,6.45,4.05,2008
Lucky * Star  Ryouou Gakuen Outousai,PS2,Adventure,IBM,10,3,3,283,3,2.38,0.1,3.87,6.45,4.24,2008
Fashionable Puppy  Oshare na Koinu DS,DS,Simulation,Frontier Developments,8,1,2,32,3,1.92,0.01,4.51,6.45,3.32,2007
Valentino Rossi  The Game,PC,Racing,IBM,10,6,9,260,3,3.78,2.63,0.02,6.45,4.33,2016
Winning Post 7 Maximum 2008,PS3,Sports,Frontier Developments,8,8,7,205,3,4.72,0.01,1.7,6.44,2.39,2008
Q*bert 2005,PC,Puzzle,Activision,9,3,3,76,6.41,2.35,5.44,4.74,18.94,5.47,2005
Magicka Collection,PC,Adventure,Ubisoft,10,3,6,157,3,2.07,4.33,0.02,6.44,2.99,2011
Arabians Lost  The Engagement on Desert,PS2,Adventure,Omega,3,2,6,154,3,2.58,0.02,3.82,6.44,1.9,2007
Nancy Drew  Warnings at Waverly Academy,PC,Adventure,Amazon Game Studios,2,2,7,157,1.22,1.07,2.07,2.07,6.43,3.53,2009
Margots Word Brain,DS,Puzzle,Omega,5,1,10,181,3,0.07,2.8,3.49,6.43,1.55,2008
MXGP 2,PC,Racing,Ubisoft,6,8,8,291,3,1.94,4.46,0.01,6.42,1.56,2016
Kamen Rider  Climax Fighters,PS4,Fighting,Sony Computer Entertainment,9,6,9,265,3,2.56,0.03,3.8,6.42,1.1,2017
James Patterson Womens Murder Club  Games of Passion,DS,Adventure,Frontier Developments,6,10,5,194,3,0.15,5.64,0.22,6.42,0.02,2009
Major League Baseball 2K6,PS2,Sports,Frontier Developments,5,7.3,6,68,3,0.37,5.59,0.01,6.41,1.59,2006
NCAA March Madness 08,PS3,Sports,Ubisoft,8,5,3,206,3,0.08,2.13,4.11,6.41,2.01,2007
PlanetSide  Core Combat,PC,Shooter,Omega,3,1,6,91,5.62,4.54,5.16,5.49,20.81,6.2,2003
PlanetSide  Aftershock,PC,Shooter,Amazon Game Studios,9,4,1,237,1.6,7.05,5.57,4.64,18.86,1.17,2004
PlanetSide,PC,Shooter,IBM,8,2,6,139,4.26,6.2,4.59,4.72,19.77,1.13,2003
Routes PE,PS2,Adventure,Electronic Arts,7,8,9,212,3,3.31,0.01,3.07,6.4,1.01,2007
Tiger Woods PGA Tour 09,PS2,Sports,Electronic Arts,4,2,9,138,3,0.16,1.36,4.51,6.4,3.45,2008
Cabelas Legendary Adventures,PS2,Sports,Activision,6,4,8,229,3,0.21,5.6,0.16,6.39,3.03,2008
Skate 3,PS3,Sports,Ubisoft,7.7,1,8,203,2.03,0.79,2.64,0.93,6.39,4.88,2010
Chibi Robo  Park Patrol,DS,Adventure,Amazon Game Studios,1,6,6,195,3,3.18,0.19,2.83,6.39,1.81,2007
MotorStorm  Arctic Edge,PS2,Racing,Sony Computer Entertainment,1,7.4,6,122,3,0.07,5.95,0.03,6.39,3.58,2009
Dream C Club  GoGo.,PS3,Simulation,Omega,7,7,10,132,3,2.59,0.02,3.75,6.38,2.24,2014
Super Robot Gakuen,DS,Adventure,Omega,3,7,6,91,3,4.62,0.04,1.68,6.38,1.53,2009
Pet Shop Monogatari DS 2,DS,Simulation,Activision,6,3,3,174,3,2.44,0.01,3.92,6.38,3.55,2010
Jimmie Johnsons Anything With an Engine,PS3,Racing,IBM,9,1,10,14,3,0.07,1.42,4.79,6.36,0.01,2011
Detective Conan  Prelude from the Past,DS,Adventure,Amazon Game Studios,9,5,1,152,3,2.79,0.05,3.47,6.36,6.26,2012
Brain Buster Puzzle Pak,DS,Puzzle,Sony Computer Entertainment,10,9,1,12,1.53,1.44,1.27,2.11,6.35,1.91,2007
The Dukes of Hazzard  Racing for Home,PC,Racing,Frontier Developments,2,3,4,97,5.97,7.59,4.17,6.21,23.94,0.02,2000
The Dukes of Hazzard II  Daisy Dukes It Out,PS,Racing,Ubisoft,8,7,8,67,3,0.17,4.89,0.11,5.47,3.36,2000
FIFA 14,PS4,Sports,Electronic Arts,10,1,1,53,3.43,0.62,0.12,2.18,6.35,3.85,2013
Zoo Hospital,DS,Simulation,Ubisoft,9,4,7,275,3,0.03,1.57,4.71,6.35,4.4,2007
WipEout Omega Collection,PS4,Racing,Activision,8,7,10,161,3,0.12,5.02,0.49,6.35,4.59,2017
The Barbie Diaries  High School Mystery,PC,Adventure,Activision,5,3,5,113,1.77,1.07,1.14,2.36,6.34,4.14,2006
Tantei Jinguuji Saburo DS  Fuserareta Shinjitsu,DS,Adventure,IBM,9,7,5,186,3,2.08,0.01,4.24,6.34,2.97,2009
Backyard Baseball 10,DS,Sports,Electronic Arts,8,8,1,239,3,0.11,4.67,1.44,6.34,1.4,2009
Combat Elite  WWII Paratroopers,PS2,Shooter,Frontier Developments,9,4,5,251,3,0.03,5.09,0.02,5.2,6.33,2005
Atlantic Quest,PC,Puzzle,Omega,7,1,9,84,3,3.42,2.88,0.02,6.34,2.64,2011
Hoshizora no Comic Garden,DS,Adventure,Ubisoft,5,4,8,114,3,4.77,0.01,1.55,6.34,6.41,2008
Curse of the Amsterdam Diamond,DS,Adventure,Activision,8,3,4,271,3,4.03,2.29,0.01,6.34,6.13,2012
Momotsuki  Koufuu no Misasagi Ou,PS2,Adventure,Amazon Game Studios,2,1,5,101,3,2.53,0.01,3.79,6.34,0.04,2009
Festa   Hyper Girls Party,PS2,Adventure,Frontier Developments,4,9,6,94,3,4.52,0.01,1.8,6.34,2.89,2006
S.T.A.L.K.E.R.  Clear Sky,PC,Shooter,Omega,6,7,4,9,3,1.9,4.38,0.03,6.34,2.08,2008
The Flintstones  Bedrock Bowling,PS,Sports,IBM,3,4,4,193,3,0.07,1.45,0.05,1.7,1.92,2000
Grand Theft Auto  The Trilogy,PC,Adventure,Frontier Developments,7,2,4,260,3,1.19,5.1,0.02,6.34,2.05,2009
Ryoujoku Conveni,PC,Adventure,Ubisoft,4,7,10,155,4.12,4.3,1.39,6.37,16.18,1.49,2002
Imagine  Zookeeper,DS,Simulation,Ubisoft,3,4,5,43,3,0.15,5.89,0.06,6.34,2.83,2009
Bionicle Heroes,DS,Shooter,IBM,8,7.8,7,237,3,0.06,2.68,3.53,6.33,2.31,2006
Twilight Syndrome Saikai,PS,Adventure,Electronic Arts,4,3,6,105,2.97,1.15,2.01,1.11,7.24,1.69,2000
LEGO Indiana Jones  The Original Adventures,PS2,Adventure,Electronic Arts,8,5,7,218,1.37,0.6,4.35,0.01,6.33,3.44,2008
King of Colosseum (Red)  Shin Nippon x Zen Nippon x Pancrase Disc,PS2,Fighting,Amazon Game Studios,2,3,3,216,3,7.82,0.12,4.25,12.31,6.69,2002
Fire ProWrestling Z,PS2,Fighting,IBM,1,8,3,11,6.73,4.86,5.91,5.72,23.22,1.49,2003
Trainz  Driver Edition,PC,Simulation,Amazon Game Studios,2,6,9,277,2.04,1.75,1.37,1.17,6.33,0.03,2006
Shin Bakusou Dekotora Densetsu,PS2,Racing,Ubisoft,8,8,4,75,5.28,1.46,2.48,2.19,11.41,1.7,2005
Bakusou Dekotora Densetsu  Otoko Hanamichi Yume Roman,PS2,Racing,Sony Computer Entertainment,5,7,7,92,5.99,6.74,1.97,5.94,20.64,4.31,2003
LEGO Harry Potter  Years 1 4,DS,Adventure,Omega,9,8,8,51,2.29,1.07,1.97,1,6.33,3.75,2010
Kenshuui Tendo Dokuta,DS,Simulation,Electronic Arts,3,3,9,178,3,5.53,0.08,4.35,10.04,0.02,2004
Mad Stalker  Full Metal Force,PSN,Fighting,Frontier Developments,7,3,4,102,1.28,2.48,1.25,1.31,6.32,4.6,2011
Midnight Club 3  DUB Edition Remix,PS2,Racing,Sony Computer Entertainment,6,5,3,205,1.16,0.97,4.15,0.04,6.32,2.59,2006
D.Gray man  Sousha no Shikaku,PS2,Adventure,Omega,4,4,8,38,3,3.06,0.02,3.21,6.31,1.17,2008
Wonder Pets  Save the Animals ,DS,Adventure,Omega,2,8,9,2,3,0.33,2.36,3.25,6.3,1.26,2008
Paws & Claws  Pet Vet 2,DS,Simulation,Activision,6,10,5,209,3,0.13,4.5,1.53,6.3,1.98,2007
100 All Time Favorites,DS,Puzzle,Ubisoft,6,1,3,149,3,0.35,5.32,0.12,6.3,3.81,2009
Carol Vordermans Sudoku,PS2,Puzzle,Ubisoft,4,7.4,1,59,3,3.8,1.98,0.23,6.29,1.15,2007
Michigan  Report from Hell,PS2,Simulation,Electronic Arts,9,3,1,68,3.06,2.83,3.1,1.65,10.64,1.99,2004
Jikkyou Powerful Pro Baseball 2016,PS3,Sports,Frontier Developments,8,5,8,150,3,2.95,0.13,3.08,6.29,1.04,2016
Sotsugyou * Maid in Love,PC,Adventure,Amazon Game Studios,8,7,6,173,4.05,4.59,5.67,5.88,20.19,1.05,2002
PDC World Championship Darts 2008,PC,Sports,Frontier Developments,7,1,8,120,3,1.19,5.08,0.01,6.29,6.08,2006
Ostwind Windstorm,PC,Adventure,Omega,7,9,10,237,3,2.28,3.96,0.01,6.26,6.52,2017
Soshite Bokura wa  and he said,PC,Adventure,Ubisoft,5,5,6,9,1.32,1.75,1.23,3.96,8.26,5.56,2004
Gakuen Heaven  Boys Love Scramble ,PC,Adventure,Sony Computer Entertainment,9,7,5,113,8,3.35,5.05,2.98,19.38,3.74,2002
Sega Golf Club  Miyazato San Kyoudai Naizou,PS3,Sports,Ubisoft,8,7,10,95,3,4.82,0.01,1.42,6.26,1.62,2006
Derby Time Online,PS3,Sports,Sony Computer Entertainment,7,10,4,157,3,1.13,0.01,5.11,6.26,3.31,2008
All Star Pro Wrestling,PS2,Fighting,Omega,10,9,1,296,3,1,0.2,3.24,4.64,3.25,2000
Driving Emotion Type S,PS2,Racing,Amazon Game Studios,5,8,2,73,3,0.04,0.11,0.03,0.36,1.75,2001
Petz Bunnyz,DS,Simulation,Ubisoft,2,1,8,101,3,0.39,5.43,0.01,6.26,6.37,2008
Barbie Horse Adventures  Riding Camp,PS2,Sports,Activision,10,5,7,142,3,0.09,5.9,0.07,6.25,1.61,2008
World Fantasista,PS2,Sports,Ubisoft,4,5,7,24,3,6.33,0.05,1.77,8.2,1.01,2002
Nichibeikan Pro Yakyuu  Final League,PS2,Sports,Sony Computer Entertainment,7,3,2,225,3,7.45,0.07,2.34,9.93,2.41,2002
Gekikuukan Pro Yakyuu  At the End of the Century 1999,PS2,Sports,Activision,10,8,2,225,3,5.45,0.54,4.06,10.59,0.03,2000
Jake Hunter  Detective Chronicles,DS,Adventure,Electronic Arts,3,5,3,5,3,0.02,4.54,1.67,6.25,4.58,2008
Fight Night Round 3,PS2,Fighting,IBM,7,1,9,235,1.56,1.07,3.22,0.4,6.25,0.02,2006
Aoishiro,PS2,Adventure,Frontier Developments,1,4,9,196,3,2.57,0.02,3.64,6.25,0.01,2008
Ivy the Kiwi?,DS,Puzzle,Omega,7,7.3,2,188,3,0.04,1.2,4.96,6.25,1.51,2010
Drawn to Life  The Next Chapter,DS,Adventure,Sony Computer Entertainment,6,7.4,7,80,3,0.44,5.01,0.14,6.24,1.76,2009
Stuntman  Ignition,PS2,Racing,Ubisoft,4,7,5,60,3,0.13,5.74,0.1,6.24,4.21,2007
Mx vs. ATV Reflex,PS3,Racing,Amazon Game Studios,10,3,9,284,3,0.52,4.55,0.26,6.24,2.44,2009
Animal Planet  Vet Collection,DS,Simulation,Activision,7,6,10,250,3,0.05,4.44,1.69,6.23,6.42,2010
Shinkyoku Soukai Polyphonica,PS2,Adventure,IBM,2,5,5,84,3,4.29,0.02,1.9,6.23,5.84,2007
Tour de France 2014,PS3,Sports,IBM,10,3,7,284,3,2.57,3.63,0.01,6.22,1.16,2014
Winning Post 7  Maximum 2007,PS2,Sports,Frontier Developments,10,8,9,90,3,3.78,0.02,2.4,6.22,0.01,2007
Vampire Legends  Power of Three,DS,Adventure,Amazon Game Studios,10,6,8,27,3,0.07,1.85,4.23,6.22,2.26,2010
DiRT 4,PC,Racing,Frontier Developments,8,8,5.5,236,3,3.67,2.52,0.01,6.21,0.02,2017
Back At The Barnyard  Slop Bucket Games,DS,Sports,Sony Computer Entertainment,5,9,10,203,3,0.12,4.47,1.49,6.21,0.01,2008
Derby Tsuku 5  Derby Uma o Tsukurou ,PS2,Sports,Ubisoft,4,8,5,93,3,5.09,0.04,1.03,6.2,2.27,2006
AKB1 149  Love Election,PS3,Simulation,Ubisoft,9,1,8,281,3,3.92,0.08,2.11,6.19,0.03,2013
Cabelas Dangerous Hunts 2009,PS2,Sports,Activision,2,4,8,285,3,0.09,5.84,0.07,6.18,0.02,2008
Uchida Yasuou Mystery  Meitantei Senken Mitsuhiko Series  Fukutoshin Renzoku Satsujin Jiken,DS,Adventure,Electronic Arts,3,7,7,41,3,1.3,0.01,4.86,6.18,0.07,2009
Tiger Woods PGA Tour 07,PS3,Sports,Activision,4,8.1,8,232,3,0.31,5.25,0.12,6.18,0.02,2006
Gokuhou   Mecha Mote Iinchou  MM Town de Miracle Change ,DS,Simulation,Amazon Game Studios,2,10,5,148,3,2.58,0.1,3.4,6.18,2.07,2009
Ship Simulator 2008,PC,Simulation,Amazon Game Studios,2,3,1,67,3,2.7,3.46,0.01,6.18,2.36,2008
Madden NFL 08,PC,Sports,Electronic Arts,5,3,8,214,3,2.17,3.98,0.01,6.17,0.02,2007
Tropico 5,PC,Simulation,Ubisoft,6.8,9,5,236,3,0.04,5.9,0.09,6.17,6.37,2015
Major League Baseball 2K8,PS2,Sports,Frontier Developments,5,5,7,129,3,0.07,5.88,0.06,6.16,5.88,2008
Destroy All Humans  2,PS2,Adventure,Electronic Arts,8,9,4,203,3,0.4,5.26,0.02,6.16,0.01,2006
Imagine  Wedding Designer,DS,Simulation,Ubisoft,8,1,5,109,1.28,0.55,3.74,0.59,6.16,3.96,2008
Power Pro Kun Pocket 11,DS,Sports,Sony Computer Entertainment,1,7,10,214,3,3.82,0.29,1.75,6.15,2.98,2008
MX vs. ATV Untamed,PS3,Racing,Omega,3,3,9,254,3,0.35,5.28,0.06,6.15,0.01,2007
ZhuZhu Babies,DS,Simulation,Activision,10,4,3,280,3,0.06,5.99,0.01,6.14,2.5,2011
Sherlock Holmes vs. Jack the Ripper,PC,Adventure,Frontier Developments,10,3,2,185,3,4.47,1.65,0.01,6.14,0.02,2009
Jewel Quest IV  Heritage,DS,Puzzle,Frontier Developments,7,10,5,287,3,3.44,2.59,0.05,6.14,1.08,2011
Popn Music 13 Carnival,PS2,Simulation,Ubisoft,5,9,5,281,3,2.7,0.03,3.38,6.14,1.34,2006
Pro Yakyuu Spirits 2011,PS3,Sports,Sony Computer Entertainment,8,9,5,290,3,2.18,0.18,3.6,6.14,5.88,2011
Avatar  The Last Airbender   Into the Inferno,DS,Adventure,Electronic Arts,10,10,10,266,3,0.11,5.89,0.01,6.14,0.01,2008
Jurassic  The Hunted,PS2,Shooter,Activision,9,9,10,300,3,0.07,5.86,0.06,6.13,1.69,2009
Burnout Paradise  The Ultimate Box,PC,Racing,Activision,7,1,5,2,3,4.63,1.32,0.09,6.13,1.95,2009
The Sims 2  Apartment Life,PC,Simulation,Electronic Arts,8,5,6,164,3,4.85,1.12,0.08,6.13,5.54,2008
Apocripha 0,PC,Adventure,Ubisoft,3,4,6,118,5.46,7.5,1.73,2.5,17.19,1.85,2001
Driving Simulator 2011,PC,Racing,Amazon Game Studios,7,8,8,28,3,1.6,4.39,0.07,6.13,4.8,2011
Atsumare  Power Pro Kun no DS Koushien,DS,Sports,Amazon Game Studios,4,10,2,62,3,2.67,0.1,3.26,6.13,3.4,2006
Mx vs. ATV Reflex,DS,Racing,Sony Computer Entertainment,1,5,5,179,3,0.13,4.24,1.62,6.13,0.04,2009
Rock Blast,DS,Puzzle,Electronic Arts,4,3,9,157,3,0.06,3.24,2.77,6.13,6.62,2008
Minecraft  Story Mode   Season Two,PC,Adventure,Omega,7,4,8,266,3,2.15,3.93,0.02,6.12,6.59,2017
WWE SmackDown vs. Raw 2010,DS,Fighting,Amazon Game Studios,4,7,1,77,3,0.35,5.11,0.13,6.12,1.1,2009
Disney Friends,DS,Simulation,Activision,9,1,4,275,3,0.12,5.79,0.03,6.11,3.11,2008
Nancy Drew  The Mystery of the Clue Bender Society,DS,Adventure,Electronic Arts,7,8,10,295,3,0.24,1.99,3.62,6.11,5.71,2008
The Blue Marlin,PS,Sports,Sony Computer Entertainment,7,6,3,241,7.88,7.45,1.5,3.53,20.36,3.03,2000
Kira * Kira  Rock n Roll Show,PS2,Adventure,IBM,1,3,10,78,3,2.46,0.01,3.63,6.11,5.4,2009
Naruto  Ninja Council 2   European Edition,DS,Fighting,Sony Computer Entertainment,3,6,5,60,3,4.62,0.23,1.03,6.11,0.02,2008
Handball 16,PS3,Sports,Activision,9,3,1,228,3,4.09,1.95,0.03,6.1,5.79,2015
Angry Birds  Rio,PC,Puzzle,Omega,10,4,4,135,3,1.83,4.11,0.07,6.1,2.95,2011
Nancy Drew  The White Wolf of Icicle Creek,PC,Adventure,IBM,6,9,7,58,1.22,1.56,2.24,1.08,6.1,4.86,2007
Contra 4,DS,Shooter,Sony Computer Entertainment,7,8.1,1,136,3,0.28,0.01,5.51,6.1,0.01,2007
Love Plus  ,DS,Simulation,Ubisoft,8,1,1,276,3,3.99,0.23,1.65,6.1,0.01,2010
Moon,DS,Shooter,Activision,3,6.7,2,122,3,0.04,2.82,3.19,6.1,0.02,2009
MXGP 2,PS4,Racing,Omega,7,8,7,296,3,0.05,5.85,0.06,6.1,3.92,2016
Twisted Lands  Insomniac,PC,Adventure,Ubisoft,7,6,6,157,3,0.01,4.73,1.34,6.09,2.48,2011
Harvey Birdman  Attorney at Law,PS2,Adventure,Electronic Arts,5,5,7,167,3,0.06,5.86,0.04,6.08,5.6,2008
MotoGP 08,PC,Racing,Electronic Arts,1,9,10,221,3,4.81,1.25,0.01,6.08,5.85,2008
Madden NFL 13,PS3,Sports,Frontier Developments,7,8.3,3,15,2.71,2.12,1.01,0.24,6.08,0.01,2012
Tony Hawks Downhill Jam,DS,Sports,Activision,3,2,5,171,3,0.2,1.83,3.82,6.07,6.1,2006
Crime Lab  Body of Evidence,DS,Adventure,Activision,10,5,2,136,3,0.05,5.94,0.01,6.07,0.01,2010
Bolt,DS,Adventure,Activision,5,9,9,274,3,0.35,4.89,0.21,6.07,1.03,2008
Reach for the Stars,PC,Simulation,Activision,8,9,1,26,1.15,2.17,5,1.35,9.67,2.02,2000
Uplink  Hacker Elite,PC,Adventure,Electronic Arts,1,8,2,121,6.43,4.47,1.91,5.88,18.69,0.01,2001
Madden NFL 18,PS4,Sports,Ubisoft,9,8.2,6,161,2.62,1.73,1.29,0.42,6.06,0.02,2017
The Sims 2  Pets,PS2,Simulation,Electronic Arts,3,2,5,298,3,0.02,5.72,0.01,6.05,3.78,2006
Nintendo Presents  Crossword Collection,DS,Puzzle,Omega,10,7,9,237,3,2.21,3.44,0.19,6.05,3.12,2009
Pet Racer,PC,Racing,Frontier Developments,10,9,1,261,5.35,1.72,5.06,4.14,16.27,3.19,2003
Agatha Christie  Peril at End House,PC,Adventure,Electronic Arts,9,5,1,162,3,1.55,4.47,0.01,6.04,2.27,2009
Spore Hero Arena,DS,Simulation,Electronic Arts,5,4.9,3,288,3,0.18,3.18,2.49,6.04,4.99,2009
Gun Metal,PC,Shooter,Activision,9,1,7,80,4.1,7.64,5.62,4.51,21.87,0.01,2005
Hakuouki,PS2,Adventure,Electronic Arts,9,9,2,104,3,2.29,0.03,3.69,6.04,5.44,2008
Chrome,PC,Shooter,Omega,7,5,1,57,1.11,4.03,3.19,6.83,15.16,3.3,2003
Trainz,PC,Simulation,Amazon Game Studios,3,8.4,10,296,2.9,6.07,3.52,3.57,16.06,4.7,2002
Microsoft Train Simulator Regional Add On Pack  USA and Canada,PC,Simulation,IBM,10,4,7,62,6.98,7.86,2.98,6.08,23.9,6.43,2002
SoulLink Extension,PS2,Adventure,Electronic Arts,5,2,3,141,3,4.5,0.01,1.52,6.04,1.42,2006
Hitogata Ruins,PC,Adventure,Ubisoft,1,7,2,97,6.76,5.28,3.85,1.69,17.58,6.89,2004
Castle Fantasia  Erenshia Senki Renewal,PC,Adventure,Sony Computer Entertainment,3,6,10,229,2.01,7.43,5,1.95,16.39,3.78,2003
Castle Fantasia  Erenshia Senki,PC,Adventure,Activision,9,8,7,125,4.58,7.91,4.27,5.54,22.3,6.84,2000
Castle Fantasia 2  Seima Taisen Renewal,PC,Adventure,Electronic Arts,9,6,7,1,4.59,4.57,1.5,1.85,12.51,1.15,2000
Hagane no Oni,PC,Adventure,Omega,6,4,9,264,4.22,6.59,4.82,4.8,20.43,5.45,2003
Trouble Witches  ,PC,Adventure,Amazon Game Studios,2,1,10,37,4.96,7.56,1.17,3.4,17.09,5.49,2001
G1 Jockey 4 2008,PS2,Sports,Amazon Game Studios,5,4,6,17,3,3.93,0.01,2.09,6.04,2.64,2008
Zac to Ombra  Maboroshi no Yuuenchi,DS,Adventure,Sony Computer Entertainment,7,5,5,54,3,3.9,0.04,2.06,6.04,6.27,2010
Far Cry 3,PS3,Shooter,Ubisoft,7,2,1,132,3.27,0.88,0.1,1.79,6.04,6.87,2012
Pet Vet  Down Under,DS,Simulation,Omega,5,6,10,169,3,0.04,2.56,3.38,6.03,4.76,2009
Konohana  True Report,PS,Adventure,Activision,5,5,1,171,6.9,5.83,2.29,2.32,17.34,5.6,2001
Konohana Pack  3tsu no Jikenbo,PS2,Adventure,Electronic Arts,2,1,2,141,4.79,3.37,2.02,6.96,17.14,6.74,2004
Konohana 4  Yami wo Harau Inori,PS2,Adventure,Omega,3,3,3,71,3.07,2.33,3.1,6.62,15.12,4.73,2004
Konohana 3  Itsuwari no Kage no Mukou ni,PS2,Adventure,Amazon Game Studios,4,3,9,65,3.71,6.61,5.08,3.77,19.17,3.81,2003
Konohana 2  Todoke Kanai Requiem,PS2,Adventure,IBM,4,1,9,181,3,7.71,0.03,3.06,10.83,4.41,2002
Need for Speed  Most Wanted (2012),PC,Racing,Frontier Developments,6,10,9,215,3,4.83,1.07,0.06,6.03,3.57,2012
Angelic Concert,PS2,Adventure,Ubisoft,10,8,4,112,6.62,3.08,4.54,4.54,18.78,0.03,2003
Akai Ito,PS2,Adventure,Sony Computer Entertainment,4,9,6,272,5.16,4.38,2.37,3.32,15.23,0.02,2004
Airline Tycoon 2,PC,Simulation,Frontier Developments,9,1,10,62,3,4.01,1.93,0.04,6.03,0.04,2011
Shanghai,DS,Puzzle,Electronic Arts,5,5,8,24,2.89,7.2,3.6,1.58,15.27,0.03,2005
Sniper Elite 4,PS4,Shooter,Electronic Arts,8,4,2,92,3,0.21,5.02,0.25,6.03,0.05,2017
Petz  Horseshoe Ranch,DS,Adventure,Electronic Arts,2,3,1,69,3,0.16,4.53,1.17,6.03,0.01,2009
SuperLite 3in1 Series  Nankuro Shuu,PS,Puzzle,IBM,1,4,5,52,7.8,5.13,5.76,1.63,20.32,0.02,2002
SuperLite 1500 Series  Slither Link,PS,Puzzle,Frontier Developments,7,4,3,198,4.82,6.88,4.42,4.98,21.1,0.02,2001
