title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
DoDonPachi Dai Oujou,PS2,Shooter,Activision,5.0,2.0,3.0,14.0,3.2,1.26,3.3,2.77,10.53,5.92,2003
Conflict  Global Terror,PS2,Shooter,Frontier Developments,4.0,9.0,10.0,162.0,3.0,0.09,3.75,0.07,4.1,4.55,2005
Memories Off  5 Encore,PS2,Adventure,IBM,2.0,4.0,9.0,203.0,3.0,4.52,0.02,3.02,7.58,1.84,2007
Apocripha 0,PS2,Adventure,Ubisoft,1.0,6.0,10.0,208.0,6.9,4.88,1.87,6.27,19.92,1.05,2004
Tennis Masters Series 2003,PS2,Sports,Frontier Developments,10.0,7.0,6.0,10.0,3.35,4.94,2.12,5.75,16.16,4.85,2018
Maribeto  Soshite Sekai wa Irooushinau,PC,Adventure,Ubisoft,6.0,3.0,1.0,251.0,7.72,2.6,2.17,4.87,17.36,2.32,2004
Shikaku Tantei  Sora no Sekai   Thousand Dreams,PS2,Adventure,IBM,7.0,7.0,10.0,74.0,7.97,1.26,1.23,4.36,14.82,3.79,2007
Voltage,PC,Racing,Activision,8.0,8.0,10.0,16.0,1.64,6.7,4.29,6.92,19.55,4.33,2016
Gakuen Heaven  Boys Love Scramble ,PS2,Adventure,Electronic Arts,7.0,1.0,3.0,36.0,6.33,3.31,3.93,1.26,14.83,3.34,2003
The Sims  House Party,PC,Simulation,IBM,5.0,7.0,5.0,240.0,2.16,1.23,3.72,0.83,7.94,3.68,2001
Amagami,PS2,Adventure,Electronic Arts,6.0,7.0,8.0,4.0,3.0,4.58,0.13,5.74,10.58,5.14,2009
Blood Bowl 2,PS4,Sports,IBM,8.0,3.0,5.0,242.0,4.54,1.22,4.76,3.23,13.75,5.11,2015
2064  Read Only Memories,PC,Adventure,Ubisoft,10.0,6.0,4.0,135.0,5.42,1.08,2.68,2.41,11.59,3.83,2015
MX vs. ATV Supercross Encore,PS4,Sports,Ubisoft,9.0,6.0,6.0,74.0,3.0,1.5,2.67,0.05,4.28,2.65,2015
Neon Junctions,PS4,Puzzle,IBM,10.0,1.0,6.0,147.0,5.41,5.0,2.95,1.19,14.55,1.37,2019
Operation Flashpoint  Red River,PS3,Shooter,Activision,6.0,6.8,9.0,105.0,3.0,0.06,0.07,0.14,0.59,2.76,2011
Pia Carrot e Youkoso   3,PC,Adventure,Ubisoft,5.0,10.0,6.0,279.0,4.05,3.08,3.14,5.87,16.14,1.56,2001
Polar Golfer  Pineapple Cup,PC,Sports,Frontier Developments,9.0,7.0,1.0,199.0,3.74,4.93,5.31,1.6,15.58,1.26,2005
Borderlands  The Zombie Island of Dr. Ned,PC,Shooter,Frontier Developments,8.0,8.0,5.0,203.0,6.13,4.09,4.91,6.66,21.79,5.3,2009
Putt Putt  Peps Birthday Surprise,PC,Puzzle,Activision,9.0,10.0,6.0,270.0,2.14,2.65,4.81,3.59,13.19,4.32,2003
The Incredible Machine Mega Pack,PC,Puzzle,Electronic Arts,6.0,6.0,7.0,283.0,7.97,3.48,3.98,6.29,21.72,5.46,2001
Fullmetal Alchemist  Dream Carnival,PS2,Fighting,Sony Computer Entertainment,1.0,7.0,4.0,5.0,5.29,2.06,1.99,3.63,12.97,1.69,2004
Bik   A Space Adventure,PC,Adventure,Frontier Developments,8.0,6.0,2.0,141.0,3.71,6.21,3.04,1.32,14.28,1.16,2014
Nancy Drew Dossier  Lights  Camera  Curses ,PC,Adventure,Electronic Arts,4.0,5.0,10.0,28.0,1.61,3.6,1.51,5.07,11.79,5.53,2008
WipEout Omega Collection,PS4,Racing,Activision,8.0,7.0,10.0,161.0,3.0,0.12,5.02,0.49,6.35,4.59,2017
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,Ubisoft,7.0,4.0,6.0,154.0,3.0,0.14,2.22,0.1,2.72,3.79,2000
Blackwell Unbound,PC,Adventure,Omega,5.0,10.0,5.0,23.0,5.5,4.96,1.26,4.92,16.64,1.24,2008
Vietcong 2,PC,Shooter,Frontier Developments,5.0,5.0,8.0,146.0,1.06,4.49,5.31,5.79,16.65,6.85,2005
Simple 1500 Series Vol. 31  The Sound Novel,PS,Adventure,Activision,4.0,1.0,5.0,99.0,3.22,2.5,2.5,4.27,12.49,3.0,2000
Degrees of Separation,PC,Puzzle,Ubisoft,8.0,2.0,1.0,102.0,5.96,6.49,4.12,6.65,23.22,6.55,2019
Super Black Bass Fishing,DS,Sports,Ubisoft,3.0,6.0,6.0,144.0,3.0,0.04,3.17,4.97,8.22,2.61,2006
Steel Armor  Blaze of War,PC,Simulation,Activision,9.0,9.0,3.0,116.0,4.34,4.96,2.18,1.52,13.0,5.27,2017
Days of Memories 2,DS,Adventure,Amazon Game Studios,2.0,9.0,10.0,22.0,1.25,3.22,1.88,5.81,12.16,5.46,2008
Barrow Hill  Curse of the Ancient Circle,PC,Adventure,Activision,6.0,4.0,3.0,217.0,2.51,3.51,4.37,2.52,12.91,1.27,2006
Gran Turismo Concept 2001 Tokyo,PS2,Racing,Electronic Arts,8.0,4.0,6.0,75.0,1.84,5.66,0.42,1.1,9.02,2.18,2002
Wings of Power  WWII Heavy Bombers and Jets,PC,Simulation,IBM,8.0,8.0,10.0,230.0,2.73,2.29,1.05,5.54,11.61,5.37,2004
Bolt,PS2,Adventure,Frontier Developments,4.0,2.0,4.0,129.0,3.0,0.09,1.89,0.02,2.26,5.86,2008
Sentimental Graffiti,PS,Adventure,Sony Computer Entertainment,2.0,6.0,9.0,257.0,7.94,3.73,2.89,4.83,19.39,4.2,2001
Adventure Time  Pirates of the Enchiridion,PS4,Adventure,Omega,7.0,3.0,4.0,75.0,3.0,0.01,4.79,1.03,5.85,2.16,2018
F1 2002,PC,Racing,Electronic Arts,8.0,2.0,6.0,276.0,1.46,3.5,2.95,5.32,13.23,2.83,2002
SBK X  Superbike World Championship,PS3,Racing,Frontier Developments,6.0,2.0,9.0,76.0,3.0,0.05,3.3,0.13,3.69,3.3,2010
Higurashi no Naku Koro ni Matsuri,PS2,Adventure,Activision,6.0,10.0,6.0,248.0,3.0,4.59,0.11,4.33,9.14,1.57,2007
Gakkou o Tsukurou   Happy Days,PS2,Simulation,Sony Computer Entertainment,4.0,10.0,2.0,57.0,2.41,3.44,1.09,2.63,9.57,2.16,2005
Atlantis Evolution,PC,Adventure,Sony Computer Entertainment,6.0,4.0,2.0,116.0,1.2,4.58,5.02,5.49,16.29,4.04,2004
Mai Otome Hime  Otome Butou Shi,PS2,Fighting,Sony Computer Entertainment,5.0,6.0,1.0,167.0,3.0,4.12,0.02,3.94,8.1,3.69,2006
The Walking Dead  A Telltale Series Collection,PS4,Adventure,Frontier Developments,8.0,6.0,6.0,299.0,3.0,0.06,4.12,5.29,9.54,2.0,2017
Need for Speed  Undercover,PS3,Racing,Sony Computer Entertainment,6.0,5.9,9.0,161.0,2.06,0.63,0.05,1.01,3.75,6.62,2008
Kodawari Saihai Simulation  Ocha no Ma Pro Yakyuu DS,DS,Sports,Omega,6.0,10.0,8.0,251.0,3.0,4.87,0.01,4.6,9.49,3.42,2009
Hot Wheels World Race,PC,Racing,Activision,7.0,10.0,3.0,88.0,5.49,2.6,5.78,2.6,16.47,5.56,2003
The Amazing Spider Man (2012),DS,Board Game,IBM,7.0,2.0,9.0,62.0,3.0,0.15,2.2,0.03,2.58,5.78,2012
MotoGP 20,PS4,Racing,Electronic Arts,7.0,9.0,9.0,3.0,6.49,2.27,5.8,4.58,19.14,1.69,2020
SBK Superbike World Championship,PS2,Racing,Frontier Developments,2.0,7.0,6.0,80.0,3.0,0.01,1.3,0.01,1.34,3.82,2009
Simple 1500 Series Vol. 54  The Volleyball   Break Volley Plus,PS,Sports,Activision,8.0,2.0,5.0,43.0,4.14,2.79,3.24,1.3,11.47,1.47,2001
Enter the Gungeon,PS4,Shooter,Frontier Developments,7.0,3.0,8.0,200.0,1.31,1.64,3.26,5.18,11.39,5.95,2016
Hayarigami 3  Keishichou Kaii Jiken File,PSN,Adventure,Ubisoft,9.0,9.0,5.0,273.0,6.73,1.24,3.27,2.93,14.17,4.86,2010
Syberia II,PS2,Adventure,Ubisoft,5.0,7.0,7.0,107.0,4.67,2.15,5.04,4.04,15.9,6.77,2004
WWE SmackDown vs Raw 2008,PS2,Fighting,Electronic Arts,6.0,4.0,7.0,88.0,2.34,0.92,0.01,2.58,5.85,7.57,2007
Tom and Jerry in Fists of Furry,PC,Fighting,Amazon Game Studios,2.0,9.0,1.0,131.0,3.94,2.49,4.76,1.9,13.09,5.02,2002
Pia Carrot e Youkoso   G.O.SE,PC,Adventure,Electronic Arts,3.0,1.0,3.0,54.0,5.23,2.9,3.71,5.59,17.43,3.22,2008
Yard Sale Hidden Treasures  Sunnyville,PC,Puzzle,Frontier Developments,6.0,1.0,5.0,218.0,3.23,1.03,1.62,1.72,7.6,2.82,2008
DrumMania 7th Mix,PS2,Simulation,Sony Computer Entertainment,2.0,4.0,9.0,12.0,3.0,4.51,0.03,2.21,6.78,4.86,2002
Star Wars  Super Bombad Racing,PS2,Racing,Electronic Arts,3.0,3.0,10.0,99.0,3.0,0.08,4.59,0.06,4.89,4.27,2001
METRO 2033,PC,Shooter,Electronic Arts,9.0,7.5,8.0,226.0,3.0,7.23,4.36,0.19,12.02,1.29,2010
Mobile Light Force 2,PS2,Shooter,Amazon Game Studios,2.0,4.0,10.0,152.0,3.0,0.05,2.16,0.04,2.36,4.5,2003
Lets Play Flight Attendant,DS,Simulation,Omega,7.0,4.0,5.0,138.0,3.0,0.02,1.89,3.96,5.89,4.18,2010
D.C.F.S.  Da Capo Four Seasons,PS2,Adventure,Electronic Arts,5.0,6.0,2.0,252.0,3.0,2.69,0.04,1.94,4.71,5.37,2005
Western Outlaw  Wanted Dead or Alive,PC,Shooter,Omega,4.0,10.0,8.0,18.0,3.08,1.17,5.33,3.72,13.3,5.87,2003
Crossroad Crisis,PS,Puzzle,Electronic Arts,4.0,8.0,1.0,81.0,3.0,0.01,4.01,6.73,10.76,1.9,2001
Memorrha,PS4,Puzzle,Omega,8.0,9.0,7.0,114.0,6.9,1.24,5.55,6.91,20.6,5.98,2019
Enthusia Professional Racing,PS2,Racing,Amazon Game Studios,9.0,9.0,9.0,83.0,3.0,0.07,4.24,0.06,4.52,2.31,2005
Fabulous Finds,DS,Puzzle,Omega,10.0,2.0,3.0,284.0,3.0,0.1,4.88,6.02,11.11,1.37,2009
Umineko no Naku Koro ni Chiru,PC,Adventure,Omega,7.0,10.0,7.0,133.0,4.0,2.16,2.34,2.27,6.86,1.69,2009
Valis X  Full Set Pack,PC,Adventure,Activision,6.0,3.0,5.0,167.0,5.86,4.8,4.92,4.05,19.63,0.04,2006
Serious Sam  The Second Encounter,PC,Shooter,IBM,7.0,10.0,9.0,97.0,5.2,7.0,1.39,4.02,17.61,2.18,2002
Ashita no Joe  Masshiro ni Moe Tsukiro ,PS2,Fighting,IBM,1.0,9.0,1.0,127.0,7.78,2.55,1.06,4.33,15.72,4.59,2003
Super Bubble Pop,PC,Puzzle,Electronic Arts,1.0,3.0,3.0,138.0,4.09,2.54,1.66,3.45,11.74,3.0,2002
Blur,PC,Racing,Activision,10.0,8.1,7.0,125.0,3.0,0.01,4.66,0.04,4.77,3.46,2010
Littlest Pet Shop  Jungle,DS,Simulation,Electronic Arts,10.0,2.0,7.0,41.0,3.0,0.34,1.16,0.2,2.3,5.13,2008
Destination  Treasure Island,PC,Adventure,Ubisoft,3.0,2.0,2.0,239.0,4.78,4.38,2.16,4.78,16.1,1.53,2007
Borderlands  The Zombie Island of Dr. Ned,PSN,Shooter,Frontier Developments,4.0,8.1,8.0,101.0,2.55,3.49,1.92,2.65,10.61,1.64,2009
NRA Gun Club,PS2,Shooter,Sony Computer Entertainment,7.0,9.0,1.0,104.0,5.02,1.7,3.17,4.87,14.76,1.69,2006
Sega Ages 2500 Series Vol. 15  Decathlete Collection,PS2,Sports,Activision,2.0,3.0,1.0,32.0,3.03,2.05,4.94,1.88,11.9,2.17,2004
The King of Fighters 95,PSN,Fighting,Amazon Game Studios,8.0,7.0,9.0,291.0,2.12,3.62,3.76,6.82,16.32,1.92,2011
MDK2,PC,Shooter,Amazon Game Studios,6.0,8.5,5.0,249.0,7.32,4.68,5.47,4.65,22.12,5.81,2000
Backyard NFL Football 09,PC,Sports,Activision,9.0,5.0,6.0,107.0,4.27,4.89,5.15,3.7,18.01,1.55,2008
Drawn to Death,PS4,Shooter,Electronic Arts,9.0,5.0,5.0,293.0,3.19,1.87,5.72,2.02,12.8,3.01,2017
Simon the Sorcerer 4  Chaos Happens,PC,Adventure,Activision,6.0,3.0,4.0,203.0,6.21,2.76,4.58,3.53,17.08,2.66,2007
Supercar Street Challenge,PS2,Racing,Activision,9.0,1.0,1.0,247.0,1.12,0.55,3.52,0.43,5.62,6.12,2001
Hoshizora no Comic Garden,DS,Adventure,Ubisoft,5.0,4.0,8.0,114.0,3.0,4.77,0.01,1.55,6.34,6.41,2008
Dengeki Bunko Fighting Climax,PS3,Fighting,Sony Computer Entertainment,8.0,4.0,7.0,46.0,3.0,0.07,0.1,4.84,5.2,4.69,2015
BioHazard  Gun Survivor,PC,Shooter,Electronic Arts,4.0,10.0,5.0,270.0,6.79,3.78,3.22,2.44,16.23,3.92,2002
Xpand Rally Extreme,PC,Racing,Electronic Arts,10.0,3.0,4.0,207.0,2.95,6.24,3.48,5.96,18.63,4.09,2006
Gakkou no Kowai Uwasa  Hanako San ga Kita  ,DS,Adventure,Frontier Developments,4.0,6.0,9.0,282.0,7.65,4.82,4.51,1.22,18.2,2.84,2008
Virtual Pool  Tournament Edition,PS2,Sports,Activision,9.0,9.0,8.0,242.0,5.93,2.33,5.63,3.57,17.46,6.08,2005
Princess Nightmare,PS2,Adventure,Sony Computer Entertainment,9.0,7.0,7.0,11.0,3.0,1.55,0.01,2.48,4.05,6.13,2008
Jewel Master  Cradle of Athena,DS,Puzzle,IBM,7.0,4.0,3.0,176.0,3.0,0.17,4.97,2.19,7.51,1.33,2010
S.T.A.L.K.E.R.  Clear Sky,PC,Shooter,Omega,6.0,7.0,4.0,9.0,3.0,1.9,4.38,0.03,6.34,2.08,2008
Hakuouki  Zuisouroku,PS2,Adventure,Sony Computer Entertainment,10.0,8.0,10.0,159.0,3.0,4.96,0.04,3.44,8.48,1.48,2009
18 Wheels of Steel  Pedal to the Metal,PC,Racing,Ubisoft,2.0,10.0,5.0,31.0,3.49,1.69,1.8,6.81,13.79,2.13,2004
All Star Baseball 2004,PC,Sports,Electronic Arts,7.0,5.0,1.0,38.0,2.18,3.29,4.67,1.34,11.48,4.7,2003
Bouhatei no Tsuriken,PS,Sports,Sony Computer Entertainment,1.0,10.0,6.0,252.0,7.75,2.72,2.57,5.3,18.34,4.71,2000
Cabelas Trophy Bucks,PS2,Sports,Activision,1.0,3.0,3.0,253.0,3.0,0.13,1.86,0.11,2.37,4.58,2007
Monster House,PS2,Adventure,Sony Computer Entertainment,5.0,3.0,7.0,100.0,3.0,0.07,1.83,0.05,2.09,1.48,2006
Bloons,PSN,Puzzle,Sony Computer Entertainment,8.0,2.0,10.0,10.0,7.74,2.29,5.84,5.0,20.87,4.69,2009
Monster Jam  Maximum Destruction,PS2,Racing,Ubisoft,4.0,2.0,2.0,43.0,3.0,0.32,4.54,0.25,5.76,1.13,2002
Cleopatra    A Queens Destiny,PC,Adventure,IBM,7.0,6.0,2.0,118.0,2.1,4.94,2.49,4.82,14.35,1.15,2007
SSX On Tour,PS2,Sports,Electronic Arts,4.0,3.0,1.0,22.0,3.0,0.25,1.94,0.2,2.91,4.16,2005
Naruto Shippuden  Ultimate Ninja Storm Trilogy,PS4,Fighting,Electronic Arts,6.0,7.0,5.0,132.0,1.82,3.06,5.75,3.03,13.66,3.68,2017
Madden NFL 11,PS2,Sports,Frontier Developments,7.0,10.0,4.0,200.0,3.0,0.41,1.57,0.02,2.5,3.89,2010
Total Immersion Racing,PS2,Racing,Sony Computer Entertainment,10.0,1.0,4.0,216.0,3.0,0.05,5.71,0.04,5.91,1.71,2002
Marine Sharpshooter 4  Locked and Loaded,PC,Shooter,Frontier Developments,1.0,2.0,6.0,203.0,2.4,3.52,5.46,4.62,16.0,2.81,2008
Space Invaders Infinity Gene,PSN,Shooter,Electronic Arts,7.0,8.3,6.0,72.0,5.27,4.33,2.32,5.84,17.76,3.93,2010
MTV Celebrity Deathmatch,PS2,Fighting,IBM,2.0,7.0,2.0,168.0,3.0,0.37,3.5,0.29,4.92,4.89,2003
GunParade Orchestra  Midori no Shou,PS2,Adventure,IBM,8.0,8.0,4.0,26.0,3.0,7.69,0.02,1.06,8.79,3.0,2006
ODS Air Explorer,PC,Puzzle,Omega,1.0,9.0,8.0,91.0,2.88,7.36,3.78,1.38,15.4,5.4,2002
Imagine  Fashion Stylist,DS,Simulation,Ubisoft,9.0,10.0,2.0,54.0,3.0,0.13,3.15,4.49,7.91,1.56,2010
Army Men  Major Malfunction,PS2,Shooter,Frontier Developments,7.0,3.0,4.0,44.0,4.88,1.96,3.63,1.72,12.19,4.22,2018
Disneys Extreme Skate Adventure,PS2,Sports,Activision,1.0,8.0,4.0,23.0,3.0,0.16,4.98,0.12,5.58,4.46,2003
20 Seiki Alice,PC,Adventure,IBM,4.0,9.0,7.0,266.0,6.18,3.29,2.18,4.21,15.86,0.04,2000
The Urbz  Sims in the City (all regions sales),DS,Simulation,Electronic Arts,1.0,4.0,1.0,74.0,3.0,0.4,0.02,0.01,0.87,4.99,2004
Droplitz,PC,Puzzle,Sony Computer Entertainment,6.0,9.0,2.0,73.0,1.41,4.31,4.68,4.25,14.65,6.96,2009
Dino Pets,DS,Simulation,Frontier Developments,9.0,3.0,7.0,229.0,3.0,0.05,2.72,2.05,4.88,4.12,2009
Luxor Mahjong,PC,Puzzle,Ubisoft,5.0,3.0,5.0,201.0,7.26,2.2,5.51,2.95,17.92,3.16,2006
KungFu Kickball,PC,Sports,Activision,9.0,4.0,6.0,28.0,2.31,1.1,2.36,4.91,10.68,1.28,2020
Cursed Mountain,PC,Adventure,Sony Computer Entertainment,9.0,2.0,2.0,119.0,4.94,1.14,2.6,4.39,13.07,1.33,2010
Oceanhorn  Monster of Uncharted Seas,PS4,Board Game,Sony Computer Entertainment,9.0,6.0,8.0,169.0,6.86,4.56,1.11,6.98,19.51,2.05,2016
Doom 64,PS4,Shooter,Amazon Game Studios,6.0,9.0,7.0,67.0,7.96,4.2,5.2,6.24,23.6,6.67,2020
The Treasures of Montezuma,PSN,Puzzle,Electronic Arts,8.0,3.0,7.0,130.0,6.95,7.4,1.86,3.64,19.85,3.19,2005
Knockout Kings 2002,PS2,Sports,Electronic Arts,2.0,10.0,6.0,261.0,3.0,0.45,4.96,0.35,6.67,4.28,2002
Ultimate Fighting Championship,PS,Fighting,IBM,6.0,1.0,5.0,192.0,3.0,0.14,5.17,0.09,5.65,3.34,2000
Last Story wa Anata e  Gift For You,PC,Adventure,Sony Computer Entertainment,5.0,10.0,9.0,217.0,2.43,1.41,4.4,6.13,14.37,1.93,2005
Knight Rider  The Game,PS2,Racing,Frontier Developments,8.0,8.0,9.0,166.0,4.24,4.97,2.67,6.92,18.8,5.87,2002
Truck Racer,PC,Racing,IBM,8.0,7.0,9.0,231.0,4.19,3.45,5.87,5.87,19.38,6.08,2009
Memories Off 2nd,PS,Adventure,Ubisoft,10.0,10.0,5.0,55.0,4.78,1.0,5.39,2.49,13.66,1.78,2001
The Chronicles of Narnia  The Lion  The Witch and The Wardrobe,DS,Adventure,Ubisoft,9.0,10.0,2.0,111.0,3.0,0.15,2.98,0.01,3.32,3.97,2005
Anejoku,PC,Adventure,Ubisoft,10.0,10.0,10.0,263.0,4.58,2.79,5.33,6.85,19.55,4.24,2011
Battlefield 1942,PC,Shooter,Electronic Arts,1.0,9.0,3.0,2.47,3.05,1.56,2.55,1.92,9.08,3.85,2002
Gambler Densetsu Tetsuya,PS2,Adventure,Electronic Arts,8.0,4.0,9.0,276.0,3.0,2.35,0.07,4.21,6.7,5.59,2001
Shin Noukyo Iku,DS,Puzzle,Activision,2.0,1.0,3.0,192.0,6.14,1.48,2.17,1.67,11.46,2.85,2009
Dark Tales  Edgar Allan Poes The Premature Burial,PC,Adventure,Electronic Arts,8.0,9.0,6.0,236.0,3.0,2.91,3.79,0.02,6.74,4.09,2019
Deep Rock Galactic,PC,Shooter,Electronic Arts,9.0,4.0,5.0,294.0,4.38,4.1,3.23,3.43,15.14,2.64,2020
Speed Kings,PS2,Racing,Activision,9.0,6.0,3.0,10.0,3.0,0.05,5.23,0.04,5.41,2.33,2003
SWAT 4,PC,Shooter,Activision,5.0,7.0,6.0,58.0,3.0,7.74,1.83,0.02,9.61,3.4,2005
Clannad,PS2,Adventure,Sony Computer Entertainment,6.0,2.0,9.0,244.0,3.0,1.33,0.04,1.07,2.48,3.65,2006
Still Life,PC,Adventure,Electronic Arts,5.0,6.4,10.0,191.0,1.62,4.92,5.96,3.78,16.28,4.39,2005
Nicktoons MLB,DS,Sports,Amazon Game Studios,10.0,1.0,4.0,277.0,3.0,0.09,5.0,1.79,6.98,3.16,2011
Nancy Drew  Danger By Design,PC,Adventure,Activision,8.0,9.0,5.0,80.0,4.12,1.95,2.7,4.24,13.01,6.94,2006
Naruto Shippuden  Ultimate Ninja Storm Revolution,PS3,Fighting,Frontier Developments,6.0,3.0,5.0,51.0,3.0,0.16,0.09,0.15,0.85,4.34,2014
ProStroke Golf  World Tour 2007,PS2,Sports,Frontier Developments,7.0,10.0,7.0,99.0,5.47,4.63,1.44,4.35,15.89,3.53,2006
Sid Meiers Railroads ,PC,Simulation,Frontier Developments,1.0,7.0,10.0,16.0,3.0,0.01,3.48,0.03,3.56,3.51,2006
UberSoldier II,PC,Shooter,Sony Computer Entertainment,1.0,3.0,10.0,9.0,4.93,4.43,3.17,5.52,18.05,3.19,2008
WRC  FIA World Rally Championship 4,PS2,Racing,Activision,6.0,6.0,10.0,107.0,2.16,1.62,2.66,5.47,11.91,3.29,2004
Red Faction  Guerrilla,PSN,Shooter,Frontier Developments,10.0,4.0,1.0,263.0,5.66,7.96,2.9,1.03,17.55,4.37,2010
Hidden Mysteries  Titanic   Secrets of the Fateful Voyage,DS,Adventure,Activision,6.0,6.0,9.0,278.0,3.0,0.12,3.18,0.33,4.14,4.88,2009
World Soccer Jikkyou Winning Eleven 2000  U 23 Medal heno Chousen,PS,Sports,Electronic Arts,5.0,6.0,2.0,231.0,3.0,3.16,0.39,6.86,10.82,0.1,2001
Crysis,PC,Shooter,Electronic Arts,9.0,9.2,8.5,3.0,2.66,2.24,1.43,1.03,7.36,1.5,2007
Puzzle Quest  Galactrix,PSN,Puzzle,Sony Computer Entertainment,7.0,2.0,5.0,220.0,6.93,3.53,4.48,4.19,19.13,1.1,2009
Brunswick Pro Bowling,PS2,Sports,Activision,9.0,8.0,4.0,280.0,3.0,0.2,2.44,0.15,3.19,2.18,2007
World Soccer Winning Eleven 6 International,PS2,Sports,Electronic Arts,4.0,1.0,5.0,287.0,2.99,0.12,1.16,1.26,5.53,3.75,2003
X Change Alternative 2  Kimi no Hitomi ni Utsurukimi,PC,Adventure,Electronic Arts,10.0,4.0,2.0,74.0,4.77,4.09,5.23,1.49,15.58,3.57,2008
TMNT  Mutant Melee,PC,Fighting,Sony Computer Entertainment,2.0,3.0,7.0,218.0,4.68,1.1,5.85,4.99,16.62,1.91,2005
7 Sins,PS2,Simulation,Frontier Developments,1.0,7.0,10.0,136.0,1.06,1.05,3.5,1.52,7.13,1.14,2005
E·O·E  Eve Of Extinction,PS2,Fighting,Electronic Arts,10.0,3.0,3.0,232.0,3.0,0.04,0.02,0.03,0.19,1.86,2002
Call of Duty,PC,Shooter,Activision,10.0,7.0,10.0,144.0,3.0,2.32,1.97,0.01,4.31,3.28,2003
Spanish for Everyone ,DS,Puzzle,Activision,2.0,8.0,6.0,70.0,3.0,0.02,4.88,3.67,8.59,3.0,2007
TT Isle of Man  Ride on the Edge,PC,Racing,Electronic Arts,10.0,10.0,4.0,3.0,1.08,1.07,2.86,5.08,10.09,4.75,2016
Brink  Agents of Change,PC,Shooter,Electronic Arts,6.0,9.0,6.0,216.0,2.66,1.89,3.2,1.58,9.33,2.35,2011
Shinseiki Evangelion  Battle Orchestra,PS2,Fighting,Frontier Developments,9.0,5.0,8.0,229.0,3.0,1.73,0.02,5.13,6.9,5.37,2007
Petz Sports,PC,Simulation,Ubisoft,2.0,7.0,6.0,162.0,3.5,4.33,4.99,3.64,16.46,5.02,2008
Can You See What I See? Curfuffles Collectibles,PC,Puzzle,Omega,10.0,3.0,3.0,260.0,2.93,3.45,1.24,1.68,9.3,5.03,2008
Puzzle Challenge  Crosswords and More ,PS2,Puzzle,Sony Computer Entertainment,6.0,9.0,2.0,40.0,3.0,0.01,3.32,0.01,3.36,2.75,2006
Yager,PC,Shooter,Activision,8.0,6.0,1.0,21.0,3.53,6.4,2.31,2.39,14.63,4.72,2003
Heavy Fire  Afghanistan,PC,Shooter,Electronic Arts,6.0,2.0,10.0,184.0,3.0,0.02,3.98,1.22,5.24,3.57,2011
Crash Tag Team Racing,PS2,Racing,Frontier Developments,4.0,3.0,1.0,111.0,3.0,0.27,5.11,0.21,6.13,5.76,2005
Alpine Racer 3,PS2,Sports,Omega,8.0,10.0,10.0,152.0,1.32,5.17,4.95,2.9,14.34,2.02,2002
Lets Ride  Silver Buckle Stables,PS2,Sports,Omega,1.0,1.0,2.0,191.0,3.0,0.05,5.38,0.04,5.56,2.73,2006
FIFA Soccer 10 (PSP),PSN,Sports,Ubisoft,1.0,7.9,10.0,287.0,7.61,4.61,1.99,6.15,20.36,1.33,2009
WWE SmackDown vs. Raw 2011,PSN,Fighting,Ubisoft,9.0,10.0,4.0,217.0,2.2,5.8,1.59,6.64,16.23,3.5,2010
My Little Baby,DS,Simulation,Frontier Developments,5.0,3.0,9.0,83.0,3.0,2.9,2.5,0.01,5.42,4.5,2008
Snowboarding,PS,Sports,Ubisoft,7.0,7.0,2.0,47.0,3.0,0.16,5.35,0.11,5.91,2.84,2000
Broken Sword  The Serpents Curse,PC,Adventure,Frontier Developments,6.0,7.0,1.0,135.0,2.65,2.61,1.64,3.03,9.93,4.28,2014
International Cricket Captain 2001  Ashes Edition,PS,Sports,Activision,1.0,7.0,4.0,2.0,4.73,1.53,1.33,5.85,13.44,3.99,2001
ESPN NFL 2K5,PS2,Sports,Activision,10.0,9.0,9.0,20.0,2.62,2.15,3.71,0.12,8.6,1.08,2004
SEGA Bass Fishing Duel,PS2,Sports,Sony Computer Entertainment,9.0,10.0,10.0,201.0,3.0,0.09,3.75,0.07,4.08,2.6,2002
Call of Duty  World at War Final Fronts,PS2,Shooter,Activision,5.0,6.8,4.0,155.0,1.72,0.61,2.98,0.18,5.49,2.57,2008
Mahou Shoujo Mana,PC,Adventure,Electronic Arts,9.0,10.0,7.0,160.0,3.74,5.02,3.69,2.61,15.06,5.88,2006
Iwaihime  Matsuri,PS4,Adventure,Amazon Game Studios,6.0,7.0,4.0,58.0,5.02,4.31,3.8,6.18,19.31,0.03,2017
Fashion Designer  Style Icon,DS,Simulation,Ubisoft,8.0,8.0,10.0,1.0,3.0,4.82,1.46,1.46,7.75,3.48,2007
F1 Race Stars,PS3,Racing,Frontier Developments,9.0,1.0,10.0,213.0,3.0,0.07,1.25,0.2,1.84,1.3,2012
12Riven  The Psi Climinal of Integral,PS2,Adventure,Frontier Developments,4.0,7.0,10.0,91.0,3.0,1.85,0.04,5.9,7.83,4.06,2008
Call of Duty  World at War   Map Pack 2,PC,Shooter,Ubisoft,2.0,4.0,1.0,197.0,7.71,4.04,5.37,6.73,23.85,3.54,2002
