title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,Production Cost,release_year
MX vs. ATV Unleashed,PS2,Racing,Amazon Game Studios,5.0,6.0,3.0,127.0,1.03,0.86,1.13,0.03,2.35,2005.0
Tony Hawks Pro Skater 3,PS2,Sports,Activision,9.0,9.1,7.0,100.0,4.41,2.66,0.01,1.29,2.33,2001.0
CSI  Deadly Intent,PC,Adventure,Ubisoft,5.0,8.0,10.0,201.0,1.93,2.99,2.49,1.05,2.0,2009.0
echochrome,PSN,Puzzle,Amazon Game Studios,7.8,8.0,9.0,45.0,5.89,2.71,1.36,3.31,4.35,2008.0
Doraemon Story of Seasons,PC,Simulation,Sony Computer Entertainment,6.0,10.0,5.0,227.0,4.04,1.6,5.88,5.49,5.76,2019.0
Netsu Chu  Pro Yakyuu 2002,PS2,Sports,Omega,7.0,3.0,8.0,282.0,3.0,3.0,0.25,3.63,1.9,2002.0
Zombie Driver,PC,Racing,Ubisoft,5.0,4.0,9.0,20.0,2.41,1.83,1.39,1.86,2.41,2009.0
Hard Truck 2,PC,Racing,IBM,8.0,5.0,1.0,291.0,7.87,6.31,3.01,2.41,5.42,2001.0
RoboCop,PC,Shooter,Frontier Developments,9.0,10.0,8.0,296.0,2.88,1.47,4.63,5.81,5.87,2003.0
MX Unleashed,PS2,Racing,Ubisoft,1.0,8.0,9.0,32.0,1.92,0.94,2.24,0.73,5.54,2004.0
X Change 2 R,PC,Adventure,Omega,6.0,4.0,4.0,261.0,7.21,2.74,2.14,2.82,2.56,2004.0
Real Myst,PC,Adventure,Amazon Game Studios,6.0,3.0,6.0,178.0,1.38,4.09,3.89,4.07,4.51,2000.0
Balloon Pop,DS,Puzzle,Activision,5.0,7.0,2.0,70.0,3.0,0.13,3.34,2.01,2.87,2009.0
The Secret of Monkey Island  Special Edition,PC,Adventure,Omega,10.0,9.0,1.0,45.0,5.85,4.19,1.97,6.34,4.25,2009.0
Rosario to Vampire CAPU 2  Koi to Yume no Kyousoukyoku,PS2,Adventure,Sony Computer Entertainment,10.0,4.0,5.0,162.0,3.0,4.27,0.01,5.68,5.3,2009.0
Motocross Mania,PS,Racing,Omega,6.0,10.0,2.0,220.0,3.0,0.44,1.92,0.3,3.58,2001.0
Monsters  Inc.,PS2,Adventure,Activision,9.0,4.0,4.0,112.0,3.0,0.15,2.12,0.12,5.76,2002.0
Horse Life Adventures,DS,Simulation,Amazon Game Studios,6.0,7.0,7.0,238.0,3.0,0.08,1.95,0.01,4.51,2009.0
Apocripha 0,PS2,Adventure,Ubisoft,1.0,6.0,10.0,208.0,6.9,4.88,1.87,6.27,1.05,2004.0
Gakuen Pets 2  Poolside no Shiiku Katsudou,PC,Adventure,Ubisoft,2.0,5.0,5.0,12.0,1.75,1.5,5.46,3.09,4.54,2008.0
RUINER,PC,Shooter,Ubisoft,10.0,4.0,9.0,0.21,1.61,2.33,1.01,5.89,3.45,2012.0
Flight Control HD,PC,Simulation,Ubisoft,10.0,1.0,3.0,0.11,4.21,1.05,1.03,6.05,4.71,2010.0
Outriders,PS5,Shooter,Sony Computer Entertainment,6.0,5.0,7.0,113.0,1.08,7.15,3.4,1.86,3.29,2019.0
The Oregon Trail 4th Edition,PC,Adventure,Omega,4.0,1.0,9.0,196.0,5.77,3.0,1.74,6.99,4.04,2000.0
Mobile Suit Gundam  Lost War Chronicles,PS2,Shooter,Electronic Arts,6.0,4.0,10.0,137.0,3.0,2.85,0.39,2.93,3.68,2002.0
Street Cleaning Simulator,PC,Simulation,Ubisoft,7.0,1.5,9.0,5.0,3.0,1.82,2.8,0.01,2.82,2011.0
Yin Yang  Another X Change,PC,Adventure,Electronic Arts,7.0,10.0,10.0,96.0,2.63,4.61,5.83,3.57,4.12,2006.0
Dead or Alive 2,PS2,Fighting,Ubisoft,3.0,1.0,4.0,160.0,1.0,0.3,0.38,0.24,4.07,2000.0
Pro Yakyuu Spirits 6,PS3,Sports,Amazon Game Studios,6.0,6.0,9.0,54.0,3.0,1.05,0.15,6.82,2.88,2009.0
Echo Night 2,PSN,Adventure,Activision,7.0,3.0,7.0,290.0,4.71,2.54,3.81,5.96,2.27,2007.0
Call of Cthulhu  Dark Corners of the Earth,PC,Adventure,Amazon Game Studios,2.0,2.0,4.0,202.0,1.56,1.93,2.82,3.36,2.3,2006.0
7 Wonders of the Ancient World,DS,Puzzle,Ubisoft,6.0,6.0,2.0,203.0,3.0,0.1,5.16,0.01,6.98,2007.0
AaaaaAAaaaAAAaaAAAAaAAAAA    A Reckless Disregard for Gravity,PC,Sports,Frontier Developments,6.0,1.0,7.0,176.0,3.49,4.39,1.53,4.61,0.01,2009.0
Championship Manager 5,PC,Sports,Sony Computer Entertainment,8.0,8.0,5.0,153.0,5.04,3.39,5.24,6.38,4.53,2005.0
Max Payne 2  The Fall of Max Payne,PC,Shooter,Ubisoft,2.0,9.1,10.0,231.0,3.0,3.21,3.82,0.02,3.0,2003.0
Pro Yakyuu Spirits 2010,PSN,Sports,Sony Computer Entertainment,9.0,1.0,10.0,115.0,7.57,2.2,1.29,2.45,3.43,2010.0
Apathy  Narugami Gakuen Toshi Densetsu Tantei Kyoku,DS,Adventure,Sony Computer Entertainment,1.0,7.0,8.0,116.0,1.48,1.82,3.34,5.82,0.02,2007.0
NBA 2K10,PC,Sports,Frontier Developments,2.0,1.0,4.0,43.0,3.0,2.56,4.97,0.01,5.56,2009.0
Among The Sleep,PS4,Adventure,Frontier Developments,9.0,4.0,7.0,293.0,3.1,5.86,2.39,4.08,4.26,2016.0
Space Hulk  Deathwing,PC,Shooter,IBM,10.0,8.0,5.0,76.0,4.8,3.29,1.93,4.94,2.59,2016.0
Green Green  Kane no Oto Romantic,PS2,Adventure,Sony Computer Entertainment,4.0,1.0,4.0,260.0,5.42,2.28,2.2,4.82,1.55,2003.0
Airport Mania  First Flight,PC,Simulation,IBM,5.0,2.0,4.0,291.0,6.88,3.22,2.37,2.31,5.37,2008.0
Gakkou o Tsukurou   Happy Days,PS2,Simulation,Sony Computer Entertainment,4.0,10.0,2.0,57.0,2.41,3.44,1.09,2.63,2.16,2005.0
Haze,PS3,Shooter,Ubisoft,2.0,5.6,8.0,251.0,3.0,0.49,0.02,0.33,2.24,2008.0
Serious Sam  The Second Encounter,PC,Shooter,IBM,7.0,10.0,9.0,97.0,5.2,7.0,1.39,4.02,2.18,2002.0
XIII,PS2,Shooter,Ubisoft,8.0,1.0,9.0,201.0,3.0,0.28,2.64,0.22,0.02,2003.0
Puyo Pop Fever (JP sales),DS,Puzzle,IBM,3.0,5.0,7.0,152.0,3.0,2.05,0.09,2.39,5.19,2005.0
Pure,PSN,Racing,Electronic Arts,6.0,6.0,2.0,131.0,6.69,3.99,2.12,5.57,3.89,2011.0
Samurai Shodown,PS4,Fighting,Ubisoft,6.0,8.0,6.0,300.0,7.51,1.82,2.35,4.75,1.86,2019.0
Simple 2000 Series Vol. 117  The Zerosen,PS2,Simulation,Omega,9.0,5.0,10.0,103.0,1.2,4.12,1.19,4.12,2.66,2007.0
Higurashi no Naku Koro ni Matsuri  Kakera Asobi,PS2,Adventure,Sony Computer Entertainment,3.0,4.0,5.0,294.0,3.0,1.45,0.07,6.11,1.59,2007.0
Necrovision,PC,Shooter,Amazon Game Studios,2.0,7.0,5.0,22.0,1.19,3.69,1.7,0.01,1.68,2009.0
Syphon Filter 2,PSN,Shooter,Sony Computer Entertainment,5.0,3.0,3.0,51.0,1.68,6.44,1.0,1.26,4.66,2009.0
Hannspree Ten Kate Honda  SBK Superbike World Championship,PS2,Racing,Sony Computer Entertainment,6.0,10.0,1.0,63.0,3.0,0.03,2.94,0.03,3.87,2007.0
Rocket Power  Team Rocket Rescue,PS,Sports,Omega,7.0,7.0,4.0,109.0,3.0,0.47,1.65,0.32,5.11,2001.0
LMA Manager 2001,PS,Sports,Sony Computer Entertainment,6.0,5.0,6.0,184.0,5.75,4.76,3.06,6.37,1.14,2001.0
Ceville,PC,Adventure,Sony Computer Entertainment,3.0,9.0,9.0,136.0,3.0,2.89,2.14,0.02,5.65,2009.0
Silpheed  The Lost Planet,PS2,Shooter,Omega,2.0,6.0,9.0,55.0,3.0,0.03,4.88,0.03,2.55,2001.0
Madden NFL 08,PS3,Sports,Activision,7.0,2.0,8.0,139.0,3.0,0.89,1.38,0.01,1.92,2007.0
Dyscourse,PC,Adventure,IBM,10.0,5.0,7.0,149.0,5.24,4.43,4.99,6.14,6.02,2015.0
Heart no Kuni no Alice,PS2,Adventure,Activision,3.0,1.0,1.0,226.0,3.0,4.56,0.01,2.12,4.23,2008.0
Netsu Chu  Pro Yakyuu 2003,PS2,Sports,Electronic Arts,1.0,1.0,2.0,168.0,3.0,2.79,0.28,3.18,3.79,2003.0
MotoGP 07,PS2,Racing,Sony Computer Entertainment,3.0,9.0,10.0,272.0,3.0,0.05,2.96,0.04,3.49,2007.0
Train Simulator   Densha de Go  Tokyo Kyuukouhen,PS2,Simulation,Frontier Developments,4.0,9.0,9.0,186.0,6.51,5.78,3.19,5.37,4.7,2003.0
The Sims 3  Fast Lane Stuff,PC,Simulation,Electronic Arts,10.0,4.0,10.0,50.0,3.0,0.01,4.98,0.05,2.66,2010.0
Harukanaru Toki no Naka de 3  Unmei no Meikyuu,PS2,Adventure,Frontier Developments,5.0,5.0,2.0,221.0,1.03,1.46,5.78,5.87,4.99,2006.0
Eagle Flight,PS4,Adventure,Ubisoft,10.0,2.0,7.0,204.0,3.0,0.09,3.61,0.08,1.15,2016.0
Zero 4 Champ Series  Drift Champ,PS2,Racing,Omega,4.0,2.0,4.0,298.0,4.63,3.18,2.72,5.52,1.75,2002.0
Cabelas Big Game Hunter (2008),PS2,Sports,Activision,6.0,4.0,9.0,22.0,3.0,0.1,4.44,0.08,5.95,2007.0
Gijinka Pet no Kodzukuri Ongaeshi,PC,Adventure,Activision,8.0,8.0,7.0,223.0,3.5,3.92,2.24,5.12,5.72,2011.0
Kira Kira Pop Princess,DS,Simulation,Ubisoft,3.0,6.0,3.0,112.0,1.34,3.06,3.64,6.5,6.38,2008.0
Time Crisis II,PS2,Shooter,Omega,8.0,6.0,5.0,250.0,3.0,0.26,2.5,0.2,2.03,2001.0
Retro Grade,PSN,Shooter,Frontier Developments,7.0,4.0,5.0,47.0,5.14,4.18,2.02,4.38,3.33,2006.0
FPS Creator,PC,Shooter,Amazon Game Studios,8.0,7.0,4.0,251.0,3.51,6.98,2.57,3.07,3.22,2005.0
NBA 2K7,PS2,Sports,Frontier Developments,6.0,8.2,3.0,130.0,3.0,0.65,5.66,0.02,5.05,2006.0
Air Ranger 2  Rescue Helicopter,PS2,Simulation,Activision,3.0,10.0,5.0,188.0,3.23,4.66,6.0,5.47,2.02,2002.0
G1 Jockey 4 2007,PS2,Sports,IBM,8.0,1.0,7.0,208.0,3.0,4.17,0.01,1.65,2.54,2007.0
Sniper Elite 4,PS4,Shooter,Electronic Arts,8.0,4.0,2.0,92.0,3.0,0.21,5.02,0.25,0.05,2017.0
Hitman  Contracts,PC,Shooter,Ubisoft,4.0,4.0,5.0,277.0,1.61,3.1,4.86,5.45,5.45,2004.0
Dragon Ball Z  Infinite World,PS2,Fighting,Electronic Arts,7.0,3.0,8.0,172.0,3.0,0.08,0.21,0.06,3.57,2008.0
Shinseiki GPX Cyber Formula  Aratanaru Chousensha,PS,Racing,Activision,8.0,4.0,10.0,19.0,6.05,2.29,1.46,5.53,3.27,2002.0
Mata Hari  Betrayal is only a Kiss Away,PC,Adventure,Activision,8.0,6.0,7.0,24.0,3.0,5.62,5.96,0.02,3.33,2009.0
Sam Power  Footballer,DS,Sports,Ubisoft,3.0,1.0,9.0,4.0,2.48,2.52,5.37,6.08,4.0,2009.0
Angelic Concert,PS2,Adventure,Ubisoft,10.0,8.0,4.0,112.0,6.62,3.08,4.54,4.54,0.03,2003.0
Dance Dance Revolution 4th Mix,PS,Simulation,Sony Computer Entertainment,2.0,3.0,7.0,63.0,5.94,3.25,1.79,6.48,0.01,2001.0
Legends of Wrestling II,PS2,Fighting,Frontier Developments,7.0,3.0,10.0,152.0,3.0,0.16,1.06,0.13,4.16,2002.0
Major League Baseball 2K6,PS2,Sports,Frontier Developments,5.0,7.3,6.0,68.0,3.0,0.37,5.59,0.01,1.59,2006.0
Singles  Flirt Up Your Life,PC,Simulation,Activision,2.0,4.0,7.0,127.0,3.6,4.35,5.17,5.12,4.38,2004.0
Cubixx HD,PSN,Puzzle,Sony Computer Entertainment,10.0,3.0,1.0,242.0,5.25,2.03,4.92,2.62,3.16,2011.0
Idaten Jump DS  Moero  Flame Kaiser,DS,Racing,IBM,5.0,5.0,2.0,14.0,1.58,1.34,3.71,1.91,5.96,2006.0
Neopets  Petpet Adventures  The Wand of Wishing,PSN,Adventure,Frontier Developments,4.0,1.0,7.0,245.0,3.49,6.82,5.92,1.81,3.1,2008.0
Discovery Kids  Parrot Pals,DS,Simulation,Electronic Arts,10.0,7.0,2.0,53.0,3.0,0.07,3.35,2.08,4.97,2009.0
Tsuki wa Higashi ni Ha wa Nishi na  Operation Sanctuary,PS2,Adventure,IBM,3.0,9.0,5.0,85.0,2.22,4.47,3.73,7.0,0.01,2004.0
Tetris Effect,PS4,Puzzle,Sony Computer Entertainment,7.0,6.0,1.0,62.0,3.0,0.19,0.01,0.01,2.94,2018.0
Saka Tsuku DS  Touch and Direct,DS,Sports,Electronic Arts,10.0,10.0,5.0,108.0,3.0,6.3,0.23,1.34,2.4,2008.0
Amagoushi no Yakata,PS2,Adventure,Activision,3.0,10.0,2.0,49.0,3.0,1.36,0.02,6.24,2.94,2007.0
1500DS Spirits Vol. 8  Darts,DS,Sports,Frontier Developments,7.0,8.0,5.0,44.0,4.96,4.33,1.47,3.89,5.64,2007.0
Necronomicon  The Dawning of Darkness,PS,Adventure,Ubisoft,1.0,4.0,3.0,288.0,5.6,7.08,1.38,6.19,2.07,2001.0
SimCity Societies,PC,Simulation,Electronic Arts,1.0,6.0,2.0,252.0,3.0,4.39,5.98,0.02,1.0,2007.0
The Invisible Hours,PS4,Adventure,Activision,7.0,3.0,6.0,112.0,3.0,0.09,4.88,4.59,1.87,2017.0
Ski Racing 2005 Featuring Hermann Maier,PS2,Sports,IBM,3.0,4.0,9.0,11.0,1.13,3.39,5.59,4.99,2.84,2004.0
9 Clues 2  The Ward,PC,Puzzle,Activision,8.0,10.0,5.0,86.0,4.66,1.81,4.77,1.47,2.45,2015.0
Squishy Tank,DS,Puzzle,Amazon Game Studios,8.0,1.0,3.0,216.0,3.0,0.07,4.05,2.45,5.07,2010.0
Pia Carrot G.O. Toy Box 2 Spring Fair,PC,Adventure,Sony Computer Entertainment,5.0,2.0,1.0,21.0,6.74,2.8,5.57,3.5,5.36,2007.0
Antenna,PC,Adventure,Activision,8.0,3.0,10.0,60.0,5.42,4.96,4.22,5.84,5.95,2016.0
Neko Neko Bakery DS,DS,Simulation,Sony Computer Entertainment,6.0,10.0,8.0,67.0,5.99,2.31,2.82,2.82,6.65,2009.0
Club Football,PS2,Sports,Frontier Developments,7.0,5.0,6.0,185.0,5.18,2.85,2.04,3.23,5.05,2003.0
Ayaka Shibito,PS2,Adventure,Frontier Developments,1.0,10.0,4.0,81.0,4.57,2.62,5.69,2.14,5.19,2006.0
Greg Hastings Tournament Paintball Maxd,PS2,Shooter,Activision,4.0,6.0,10.0,9.0,3.0,0.01,5.93,6.84,2.21,2006.0
Benjamin Blümchen  Ein Tag im Zoo,DS,Adventure,Activision,2.0,8.0,7.0,77.0,3.45,3.48,4.81,2.3,1.01,2009.0
SuperLite 3in1 Series  Nankuro Shuu,PS,Puzzle,IBM,1.0,4.0,5.0,52.0,7.8,5.13,5.76,1.63,0.02,2002.0
DiRT Rally,PS4,Racing,Ubisoft,8.0,1.0,8.0,78.0,3.0,0.13,2.24,0.3,2.5,2016.0
Chicken Run,PS,Adventure,Activision,3.0,6.3,6.0,86.0,3.0,0.07,3.2,0.05,1.69,2000.0
Tumblebugs 2,PC,Puzzle,Activision,4.0,3.0,5.0,193.0,4.16,1.33,5.63,5.82,4.13,2008.0
Blackwell Unbound,PC,Adventure,Omega,5.0,10.0,5.0,23.0,5.5,4.96,1.26,4.92,1.24,2008.0
FIFA 13,PC,Sports,Sony Computer Entertainment,9.0,4.0,6.0,16.0,3.0,0.02,5.93,0.32,5.05,2012.0
Treasure World,DS,Simulation,Electronic Arts,6.0,2.0,4.0,174.0,3.0,0.18,2.68,4.18,2.6,2009.0
MotoGP 14,PC,Racing,Frontier Developments,10.0,5.0,6.0,294.0,2.67,4.91,1.89,5.13,0.01,2014.0
ARK Park,PS4,Adventure,Electronic Arts,7.0,8.0,6.0,170.0,3.0,0.04,3.66,5.98,5.02,2018.0
Higurashi no Nakukoru ni Kizuna  Dai Ichi Kan   Tatari,DS,Adventure,IBM,10.0,1.0,9.0,115.0,3.0,4.03,0.07,1.49,4.42,2008.0
TNT Racers (PSP),PSN,Racing,Electronic Arts,8.0,7.0,4.0,98.0,2.15,4.31,2.42,2.43,4.67,2011.0
Galaxy Racers,DS,Racing,Ubisoft,10.0,7.0,10.0,146.0,3.0,0.04,2.13,1.83,2.08,2010.0
Dancing Stage Fever,PS2,Simulation,Activision,9.0,1.0,6.0,184.0,5.4,1.39,5.93,5.93,6.1,2003.0
Captain Tsubasa,PS2,Sports,Electronic Arts,9.0,7.0,7.0,256.0,3.0,2.62,0.08,4.64,5.8,2006.0
Germanys Next Topmodel,DS,Simulation,Activision,4.0,3.0,4.0,164.0,6.28,3.64,5.54,3.37,1.92,2009.0
Barbie in The 12 Dancing Princesses,DS,Adventure,Electronic Arts,7.0,2.0,1.0,137.0,3.0,0.09,3.64,0.01,6.42,2007.0
WarioWare Touched ,DS,Puzzle,Sony Computer Entertainment,4.0,7.8,4.0,2.47,6.35,3.93,3.65,1.44,3.0,2005.0
Joint Operations  Escalation,PC,Shooter,Omega,2.0,8.0,6.0,135.0,3.42,4.22,4.33,5.14,6.82,2004.0
Cradle of Rome,PC,Puzzle,Sony Computer Entertainment,3.0,5.0,10.0,266.0,2.29,1.37,2.26,2.59,1.5,2007.0
Agatha Christie  Evil Under the Sun,PC,Adventure,Electronic Arts,8.0,1.0,8.0,109.0,5.35,2.17,3.18,6.42,2.28,2007.0
Cars  Race O Rama,DS,Racing,Electronic Arts,2.0,9.0,4.0,178.0,3.0,0.35,5.97,0.09,2.82,2009.0
Titanic Mystery,DS,Puzzle,Activision,9.0,6.0,2.0,82.0,3.0,0.05,4.79,0.01,5.95,2012.0
Monday Night Combat,PC,Shooter,Ubisoft,8.0,8.0,9.0,23.0,5.88,3.57,3.63,4.93,5.5,2011.0
Platypus,PC,Shooter,Frontier Developments,7.0,5.0,8.0,249.0,7.01,1.0,2.81,1.11,3.57,2004.0
Painkiller  Resurrection,PC,Shooter,Ubisoft,3.0,8.0,1.0,244.0,3.96,1.33,1.05,1.02,4.27,2009.0
Leisure Suit Larry  Box Office Bust,PC,Adventure,Ubisoft,7.0,5.0,7.0,7.0,3.0,4.47,1.0,0.01,1.94,2009.0
Post Pet DS  Yumemiru Momo to Fushigi no Pen,DS,Simulation,IBM,4.0,10.0,2.0,251.0,2.75,1.14,2.44,5.32,1.26,2009.0
Gran Turismo 4 Prologue,PS2,Racing,Frontier Developments,8.0,2.0,9.0,1.4,5.34,4.29,5.3,1.08,5.93,2004.0
Amazing Adventures  The Forgotten Dynasty,PC,Puzzle,Ubisoft,10.0,3.0,10.0,136.0,1.35,3.91,3.57,3.54,0.01,2011.0
Still Life,PC,Adventure,Electronic Arts,5.0,6.4,10.0,191.0,1.62,4.92,5.96,3.78,4.39,2005.0
Pia Carrot e Youkoso   G.P. Gakuen Princess,PC,Adventure,Activision,8.0,6.0,4.0,40.0,3.67,2.53,4.91,4.09,5.54,2008.0
WWE 2K20,PS4,Fighting,Frontier Developments,9.0,3.0,4.0,205.0,2.84,2.17,3.14,3.38,3.28,2019.0
Style Lab  Jewelry Design,DS,Simulation,Ubisoft,2.0,10.0,8.0,101.0,3.0,0.3,5.56,6.98,3.38,2009.0
Infernal,PC,Shooter,Electronic Arts,2.0,5.0,5.0,210.0,4.52,4.91,1.49,4.53,1.28,2007.0
Popn Music 13 Carnival,PS2,Simulation,Ubisoft,5.0,9.0,5.0,281.0,3.0,2.7,0.03,3.38,1.34,2006.0
Schizm  Mysterious Journey,PC,Adventure,Activision,5.0,1.0,7.0,27.0,7.3,3.32,3.32,5.36,1.16,2001.0
Mojo ,PS2,Puzzle,Activision,10.0,2.0,6.0,205.0,3.0,0.07,4.81,0.05,1.18,2003.0
Black Mirror 2,PC,Adventure,Electronic Arts,10.0,8.0,8.0,37.0,3.0,3.35,5.97,0.04,1.82,2009.0
BioShock  Ryan Industries Plasmids and Gene Tonics,PC,Shooter,Frontier Developments,2.0,7.0,4.0,246.0,4.03,1.43,3.79,5.99,1.84,2007.0
NHL 2K10,PS2,Sports,Frontier Developments,5.0,6.0,9.0,296.0,3.0,0.17,3.46,0.14,1.53,2009.0
NBA 2K3,PS2,Sports,Sony Computer Entertainment,5.0,4.0,10.0,45.0,1.05,0.51,2.97,0.4,5.09,2002.0
GoldenEye  Rogue Agent,PS2,Shooter,Electronic Arts,3.0,7.0,3.0,20.0,3.0,0.54,5.8,0.02,4.5,2004.0
Gallop Racer 2003  A New Breed,PS2,Sports,Amazon Game Studios,5.0,3.0,4.0,112.0,3.0,0.04,0.12,0.03,6.28,2003.0
Serious Sam Classics  Revolution,PC,Shooter,Frontier Developments,8.0,2.0,10.0,0.17,4.35,3.82,4.82,1.54,5.47,2014.0
Boku wa Koukuu Kanseikan  Airport Hero Naha,PSN,Simulation,IBM,8.0,3.0,9.0,69.0,1.23,4.25,2.25,4.66,0.03,2010.0
Trace Memory,DS,Adventure,Sony Computer Entertainment,6.7,6.5,5.0,216.0,3.0,0.15,0.12,0.01,2.21,2005.0
Samurai Shodown Anthology (JP sales),PS2,Fighting,Ubisoft,2.0,2.0,6.0,43.0,3.0,6.53,0.01,2.06,7.01,2009.0
WWE SmackDown  Shut Your Mouth,PS2,Sports,Activision,5.0,8.0,1.0,221.0,3.02,1.45,0.07,1.13,4.5,2002.0
Hot Wheels Velocity X,PC,Racing,Electronic Arts,5.0,3.0,4.0,24.0,5.37,1.02,3.88,6.26,5.13,2002.0
Deep Aquarium  Kiseki no Shinkai,DS,Simulation,Electronic Arts,8.0,4.0,10.0,192.0,7.87,3.12,3.88,2.31,2.14,2008.0
Riot  Civil Unrest,PS4,Simulation,Omega,10.0,7.0,2.0,58.0,7.68,3.19,3.05,2.74,4.2,2019.0
Futari no Fantavision,PS2,Puzzle,Frontier Developments,6.0,9.0,8.0,199.0,6.84,4.9,4.13,6.25,2.81,2002.0
Agatha Christie  Peril at End House,PC,Adventure,Electronic Arts,9.0,5.0,1.0,162.0,3.0,1.55,4.47,0.01,2.27,2009.0
Hanshin Tigers DS,DS,Sports,IBM,6.0,10.0,9.0,11.0,3.0,7.71,0.01,4.21,5.81,2008.0
James Bond 007  Agent Under Fire,PS2,Shooter,Electronic Arts,7.0,4.0,7.0,201.0,3.53,1.9,0.1,1.13,1.54,2001.0
Madden NFL 10,PSN,Sports,Electronic Arts,4.0,9.0,5.0,14.0,4.46,2.3,5.48,2.18,6.26,2009.0
Crysis 2  Retaliation Pack,PC,Shooter,Electronic Arts,6.0,4.0,10.0,231.0,4.29,1.41,3.13,2.6,2.06,2011.0
NARC,PS2,Shooter,Omega,6.0,5.5,9.0,224.0,3.0,0.18,3.65,0.14,2.07,2005.0
SeaWorld Adventure Parks  Shamus Deep Sea Adventure,DS,Adventure,Sony Computer Entertainment,8.0,9.0,2.0,278.0,3.0,0.05,4.16,1.82,0.03,2005.0
LifeSigns  Surgical Unit,DS,Simulation,Ubisoft,4.0,5.0,4.0,31.0,3.0,0.01,5.72,0.01,5.77,2007.0
Flower  Sun  and Rain,DS,Adventure,Ubisoft,4.0,5.7,3.0,150.0,3.0,0.06,4.95,3.97,3.0,2009.0
Pimp My Ride  Street Racing,PS2,Racing,Activision,5.0,9.0,6.0,268.0,3.0,0.04,2.38,0.03,3.65,2009.0
Albatross18  Realms of Pangya,PC,Sports,Sony Computer Entertainment,2.0,1.0,4.0,261.0,6.72,4.99,4.34,4.27,5.1,2005.0
Peggle,PSN,Puzzle,Frontier Developments,2.0,4.0,9.0,156.0,3.42,2.54,4.32,5.2,3.14,2009.0
Otometeki Koi Kakumei * Love Revo,PS2,Adventure,Frontier Developments,4.0,3.0,4.0,58.0,3.0,4.21,0.03,1.5,2.84,2006.0
Delta Force  Black Hawk Down   Team Sabre,PC,Shooter,Electronic Arts,2.0,10.0,4.0,75.0,1.46,4.54,5.63,3.13,4.5,2004.0
Battlefield V,PS4,Shooter,Electronic Arts,9.0,2.0,9.0,155.0,2.22,0.8,0.16,0.93,0.02,2018.0
NBA 07,PS3,Sports,Ubisoft,9.0,10.0,5.0,31.0,3.0,0.24,0.01,6.21,4.07,2006.0
The ICO & Shadow of the Colossus Collection,PS3,Adventure,Amazon Game Studios,9.0,9.0,4.0,70.0,1.34,0.67,0.13,0.36,1.85,2011.0
FS Falcon 2004,PC,Simulation,Ubisoft,10.0,9.0,10.0,33.0,1.92,4.78,5.81,6.95,4.5,2004.0
Sea Monsters  A Prehistoric Adventure,DS,Adventure,Electronic Arts,6.0,3.0,8.0,158.0,3.0,0.01,3.62,1.51,5.01,2008.0
Princess in Love,DS,Simulation,Ubisoft,7.0,7.0,8.0,56.0,3.0,0.07,2.04,4.29,2.18,2009.0
Ms. Pac Man  Quest for the Golden Maze,PC,Puzzle,Amazon Game Studios,10.0,2.0,8.0,114.0,1.26,4.3,5.29,2.85,3.17,2001.0
Action Girlz Racing,PS2,Racing,Frontier Developments,6.0,7.0,1.0,62.0,2.13,1.98,5.94,5.88,1.91,2005.0
Metal Gear Solid  The Essential Collection (JP sales),PS2,Adventure,Omega,2.0,7.0,3.0,157.0,3.0,2.78,0.03,2.2,4.7,2008.0
TransOcean  The Shipping Company,PC,Simulation,Omega,9.0,8.0,5.0,0.11,6.4,3.23,3.31,6.9,1.88,2014.0
MLB SlugFest 20 03,PS2,Sports,Ubisoft,10.0,8.0,10.0,250.0,3.0,0.41,1.85,0.32,3.56,2002.0
EyeToy  Kinetic,PS2,Sports,Frontier Developments,6.0,10.0,10.0,195.0,3.0,0.09,5.05,0.07,4.37,2005.0
SEGA Bass Fishing Duel,PS2,Sports,Sony Computer Entertainment,9.0,10.0,10.0,201.0,3.0,0.09,3.75,0.07,2.6,2002.0
Dora the Explorer  Barnyard Buddies,PS,Adventure,Electronic Arts,6.0,10.0,1.0,176.0,3.86,4.45,4.33,5.84,2.64,2003.0
Azkend,PC,Puzzle,Activision,8.0,9.0,6.0,62.0,5.4,2.18,4.04,1.36,1.16,2007.0
Myst,PSN,Adventure,IBM,10.0,6.0,1.0,33.0,1.66,4.78,5.87,1.35,4.29,2009.0
Truck Racer,PS2,Racing,Omega,5.0,4.0,8.0,31.0,7.43,2.97,3.0,5.28,5.93,2009.0
Derby Tsuku 3  Derby Uma o Tsukurou ,PS2,Sports,Activision,9.0,1.0,9.0,196.0,2.76,2.06,2.97,4.54,4.59,2003.0
CustomPlay Golf,PC,Sports,Omega,4.0,6.0,7.0,279.0,6.58,2.32,1.93,5.39,3.03,2005.0
Drake & Josh  Talent Showdown,DS,Adventure,Ubisoft,8.0,3.0,4.0,92.0,3.0,0.03,2.02,5.05,1.6,2007.0
Fishdom  Frosty Splash,PC,Puzzle,Omega,8.0,1.0,9.0,92.0,3.01,3.31,1.11,1.28,3.0,2009.0
R Type Dimensions EX,PC,Shooter,Omega,6.0,5.0,9.0,129.0,6.13,3.27,1.57,3.9,5.87,2018.0
